0.427364607|0.38277635|0.802380952|0.357292929|0.849887584|0.366666667|0.288652482|0.292838428|0.26598453
0.105416383|0.426992288|0.895238095|0.247717172|0.159805146|0.328571429|0.237588652|0.227161572|0.108339241
0.123373959|0.569922879|0.864285714|0.564808081|0.240094929|0.176190476|0.128368794|0.113275109|0.103098471
0.162356636|0.372493573|0.683333333|0.175959596|0.302198351|0.341269841|0.284397163|0.313799127|0.172953591
0.229056204|0.36940874|0.888095238|0.457494949|0.395778166|0.544444444|0.254609929|0.307860262|0.282184472
0.111938968|0.268637532|0.807142857|0.43810101|0.203222583|0.265079365|0.253191489|0.191528384|0.117720547
0.254653482|0.531876607|0.819047619|0.621373737|0.356257807|0.252380952|0.15248227|0.147510917|0.13438585
0.112522998|0.325192802|0.9|0.292323232|0.223807145|0.201587302|0.185106383|0.122358079|0.108760067
0.112996045|0.311825193|0.9|0.185333333|0.204621534|0.646031746|0.487234043|0.549606987|0.151022523
0.220133818|0.348843188|0.528571429|0.33369697|0.425555833|0.620634921|0.511347518|0.537379913|0.284231336
0.49494477|0.225449871|0.807142857|0.255474747|0.560054959|0.468253968|0.243262411|0.26|0.9
0.136923105|0.320051414|0.780952381|0.433575758|0.249088184|0.201587302|0.217730496|0.137030568|0.113519115
0.133142371|0.78277635|0.826190476|0.266141414|0.279965026|0.277777778|0.263120567|0.234148472|0.10705677
0.107164836|0.222365039|0.895238095|0.173373737|0.14941294|0.607936508|0.278723404|0.299475983|0.126818273
0.108529394|0.614138817|0.885714286|0.173050505|0.150961779|0.303174603|0.282978723|0.227860262|0.111426806
0.283234592|0.341645244|0.742857143|0.240282828|0.555058706|0.519047619|0.365248227|0.382620087|0.302305902
0.107816185|0.240874036|0.9|0.140080808|0.165001249|0.56984127|0.231914894|0.18349345|0.109392667
0.101069813|0.381748072|0.9|0.1|0.117736697|0.379365079|0.294326241|0.337554585|0.10507035
0.123630496|0.490745501|0.780952381|0.211191919|0.191231576|0.506349206|0.294326241|0.254061135|0.146926978
0.126474234|0.366323907|0.885714286|0.241252525|0.247339495|0.595238095|0.241843972|0.319388646|0.17503772
0.150022856|0.426992288|0.873809524|0.350828283|0.284361729|0.633333333|0.182269504|0.304716157|0.179242333
0.11550865|0.360154242|0.733333333|0.33789899|0.21621284|0.595238095|0.45035461|0.546812227|0.164882478
0.135385704|0.367352185|0.866666667|0.220242424|0.273270047|0.404761905|0.282978723|0.211441048|0.138954027
0.107696104|0.333419023|0.897619048|0.194060606|0.169947539|0.722222222|0.419148936|0.543668122|0.137717911
0.120037161|0.373521851|0.9|0.167232323|0.241044217|0.468253968|0.324113475|0.323580786|0.126826453
0.11424416|0.411568123|0.542857143|0.293616162|0.20237322|0.442857143|0.663120567|0.693886463|0.141022705
0.184242318|0.389974293|0.888095238|0.186949495|0.291556333|0.658730159|0.566666667|0.546113537|0.383921379
0.104490304|0.38277635|0.89047619|0.505979798|0.139220585|0.23968254|0.206382979|0.120262009|0.102629474
0.192409649|0.479434447|0.89047619|0.209252525|0.432400699|0.531746032|0.244680851|0.242882096|0.188557289
0.108123665|0.378663239|0.895238095|0.265494949|0.158905821|0.557142857|0.409219858|0.429082969|0.156756378
0.165749836|0.349871465|0.397619048|0.340808081|0.296152885|0.620634921|0.614893617|0.626113537|0.188664994
0.303748439|0.36940874|0.869047619|0.242545455|0.40157382|0.544444444|0.223404255|0.232401747|0.418039119
0.14948613|0.240874036|0.876190476|0.463636364|0.312090932|0.353968254|0.209219858|0.148209607|0.148657087
0.103635181|0.288174807|0.895238095|0.298141414|0.127629278|0.392063492|0.414893617|0.473799127|0.111441348
0.196548807|0.535989717|0.883333333|0.244484848|0.364401699|0.353968254|0.214893617|0.193624454|0.151614223
0.107765242|0.5|0.9|0.166262626|0.177541844|0.43015873|0.514184397|0.486375546|0.133731436
0.112832298|0.402313625|0.885714286|0.241252525|0.231151636|0.404761905|0.321276596|0.333362445|0.135331116
0.119895247|0.219280206|0.857142857|0.237373737|0.201274044|0.722222222|0.569503546|0.547860262|0.157617567
0.112815923|0.876349614|0.733333333|0.21959596|0.217611791|0.252380952|0.224822695|0.191179039|0.100532621
0.139801411|0.397172237|0.89047619|0.20569697|0.213065201|0.455555556|0.328368794|0.334061135|0.173499391
0.112459319|0.327249357|0.814285714|0.281656566|0.196877342|0.722222222|0.680141844|0.711004367|0.192083861
0.118270514|0.490745501|0.9|0.208282828|0.249387959|0.417460317|0.375177305|0.404279476|0.129118722
0.111908038|0.320051414|0.842857143|0.204080808|0.198875843|0.658730159|0.241843972|0.322183406|0.127552671
0.106502571|0.506169666|0.9|0.169171717|0.16739945|0.43015873|0.329787234|0.350829694|0.105008089
0.186292793|0.601799486|0.89047619|0.69830303|0.366849863|0.252380952|0.209219858|0.163930131|0.113105106
0.128803078|0.503084833|0.735714286|0.45620202|0.253734699|0.252380952|0.15106383|0.149606987|0.104126447
0.105074334|0.541131105|0.892857143|0.759393939|0.145365976|0.150793651|0.142553191|0.120262009|0.101375634
0.156354403|0.625449871|0.738095238|0.707030303|0.318735948|0.214285714|0.138297872|0.121659389|0.1069068
0.113647394|0.305655527|0.876190476|0.286505051|0.197576817|0.150793651|0.160992908|0.114323144|0.110486085
0.433248579|0.419794344|0.852380952|0.248686869|0.727229578|0.557142857|0.284397163|0.282358079|0.605349839
0.166237438|0.31285347|0.883333333|0.284888889|0.310592056|0.595238095|0.280141844|0.341746725|0.228572922
0.13903544|0.483547558|0.816666667|0.325939394|0.236847364|0.303174603|0.271631206|0.207248908|0.145008271
0.138944469|0.683033419|0.842857143|0.245131313|0.262278291|0.265079365|0.243262411|0.210742358|0.113471397
0.116578463|0.391002571|0.876190476|0.316888889|0.195828129|0.23968254|0.19787234|0.149956332|0.111965789
0.176044057|0.286118252|0.830952381|0.409333333|0.379540345|0.201587302|0.187943262|0.127248908|0.133642362
0.104715911|0.447557841|0.838095238|0.665010101|0.137821634|0.214285714|0.129787234|0.117467249|0.100552617
0.114962827|0.890745501|0.892857143|0.41030303|0.173944542|0.201587302|0.176595745|0.138427948|0.100561706
0.104057284|0.21311054|0.888095238|0.178545455|0.151011741|0.201587302|0.168085106|0.136681223|0.109638527
0.109146174|0.324164524|0.878571429|0.262262626|0.164901324|0.56984127|0.345390071|0.450393013|0.149885023
0.150252102|0.335475578|0.883333333|0.381535354|0.256932301|0.480952381|0.261702128|0.280611354|0.172463689
0.176797293|0.259383033|0.530952381|0.271636364|0.351161629|0.56984127|0.254609929|0.330218341|0.23010716
0.109770231|0.665552699|0.878571429|0.235757576|0.163602298|0.23968254|0.216312057|0.197816594|0.10692816
0.139599457|0.265552699|0.692857143|0.186626263|0.28596053|0.493650794|0.338297872|0.330567686|0.184747596
0.102756406|0.706683805|0.9|0.141050505|0.124181864|0.277777778|0.280141844|0.217379913|0.100715766
0.131839674|0.538046272|0.835714286|0.50210101|0.22035973|0.303174603|0.264539007|0.198515284|0.124018833
0.179957608|0.27377892|0.1|0.215717172|0.324981264|0.874603175|0.641843972|0.699126638|0.217807348
0.105440036|0.226478149|0.9|0.265494949|0.166899825|0.582539683|0.34964539|0.380524017|0.125090436
0.124809474|0.216195373|0.880952381|0.482707071|0.245990507|0.125396825|0.14964539|0.109432314|0.113005126
0.114331492|0.631619537|0.785714286|0.294909091|0.177791656|0.176190476|0.231914894|0.146812227|0.10258312
0.115714243|0.223393316|0.761904762|0.241575758|0.201723707|0.582539683|0.427659574|0.419650655|0.175114523
0.115295779|0.567866324|0.9|0.178222222|0.248838371|0.404761905|0.253191489|0.288646288|0.111001436
0.106398865|0.356041131|0.752380952|0.233171717|0.168398701|0.417460317|0.431914894|0.476593886|0.114892931
0.330240867|0.283033419|0.8|0.345979798|0.701748688|0.328571429|0.25177305|0.242532751|0.455879733
0.114295104|0.389974293|0.854761905|0.189212121|0.220609543|0.43015873|0.444680851|0.432227074|0.153770155
0.125677332|0.357069409|0.897619048|0.195676768|0.225256058|0.658730159|0.407801418|0.473449782|0.22041319
0.113214374|0.450642674|0.9|0.307515152|0.160354734|0.303174603|0.331205674|0.214585153|0.127464054
0.142865298|0.409511568|0.864285714|0.293616162|0.307394454|0.633333333|0.378014184|0.401834061|0.196836087
0.228466715|0.612082262|0.802380952|0.620080808|0.341668748|0.188888889|0.138297872|0.117117904|0.114758413
0.117084259|0.78688946|0.878571429|0.824040404|0.18518611|0.112698413|0.141134752|0.124454148|0.102041865
